first_name,last_name,age,spending_score
Margaret,Jones,59,35
Charles,Taylor,58,84
Robert,Jones,23,84
Michael,Johnson,50,83
Christopher,Rodriguez,54,80
Linda,Garcia,59,85
Robert,Moore,42,93
Thomas,Wilson,30,60
Robert,Jackson,40,24
Patricia,Wilson,53,93
Lisa,Davis,50,95
Charles,Taylor,38,39
Christopher,Williams,51,12
Mary,Martinez,53,94
David,Taylor,34,53
Lisa,Hernandez,27,64
Richard,Davis,40,4
Joseph,Smith,61,94
Susan,Gonzalez,19,5
Lisa,Lee,52,16
Christopher,Brown,31,27
Lisa,Miller,64,4
David,Wilson,62,72
Michael,Jones,58,48
Robert,White,19,8
Thomas,Hernandez,36,81
Margaret,Taylor,33,46
Nancy,Jones,60,44
William,Martin,61,67
Jessica,Williams,42,91
Susan,Jones,18,52
Jennifer,Anderson,19,34
Thomas,Jackson,65,62
Charles,Thomas,44,21
Charles,Davis,19,24
Sarah,Gonzalez,47,44
Susan,Thomas,68,41
Susan,Williams,27,29
Nancy,Smith,36,6
Jennifer,Rodriguez,59,56
Daniel,Rodriguez,33,14
Patricia,Perez,30,50
Jennifer,Taylor,65,78
David,White,67,52
James,Johnson,25,88
Margaret,Rodriguez,67,77
Daniel,White,48,1
Joseph,Jackson,62,12
David,Gonzalez,42,24
Charles,Jones,56,37
Karen,Rodriguez,38,84
Thomas,Gonzalez,67,70
Charles,Smith,55,76
Christopher,Anderson,58,85
Jessica,Brown,46,3
Karen,Brown,23,27
Charles,Martin,35,53
Joseph,Martinez,66,17
Joseph,Garcia,61,15
Patricia,White,52,39
Michael,Lopez,44,4
Richard,Martin,22,17
John,Thomas,24,11
Sarah,Williams,27,12
William,Wilson,27,32
Linda,Smith,68,27
Nancy,Martinez,45,44
Richard,Anderson,53,43
Thomas,Miller,27,91
Thomas,Brown,67,49
Thomas,Wilson,52,93
James,White,52,73
Linda,Thomas,54,43
Charles,Wilson,65,3
Jennifer,Williams,37,29
John,Taylor,30,85
Robert,Lee,28,35
Richard,Wilson,62,48
Joseph,Moore,36,74
Jessica,Williams,45,87
Daniel,Perez,55,39
Sarah,Jackson,62,89
Karen,Williams,21,24
Lisa,Lopez,54,20
Lisa,Perez,36,15
David,Jones,54,85
John,Martinez,31,76
Lisa,Rodriguez,48,18
Elizabeth,Smith,45,60
Elizabeth,Gonzalez,53,87
Christopher,Williams,61,93
Sarah,Jackson,55,41
Susan,Hernandez,36,69
Mary,Thomas,59,90
William,Garcia,18,75
Margaret,White,40,11
John,Williams,45,56
Margaret,Jackson,65,18
Joseph,Garcia,21,12
John,Davis,58,16
Charles,Perez,35,27
Karen,Gonzalez,66,17
Linda,Lopez,64,85
Thomas,Martinez,68,31
Linda,Williams,56,35
Michael,Brown,42,27
Michael,Smith,35,87
John,Gonzalez,23,32
James,White,36,17
Patricia,Brown,29,11
Robert,Perez,42,1
James,Hernandez,52,92
Joseph,Jackson,18,82
Robert,Hernandez,22,49
Richard,Lopez,18,41
Linda,Hernandez,25,20
Linda,Garcia,56,71
Robert,Lopez,64,37
William,Rodriguez,60,16
James,Martinez,35,39
Patricia,Williams,63,45
John,Williams,26,64
Mary,Martin,22,47
Linda,Thompson,21,23
Daniel,Thomas,61,32
William,Williams,46,49
Mary,Martinez,18,81
Jessica,White,47,19
Jessica,Hernandez,62,98
Patricia,Davis,18,78
Jennifer,Garcia,20,67
David,Martin,39,39
John,Hernandez,25,89
Linda,Lee,35,60
John,Lopez,42,11
Jessica,Thomas,65,49
Richard,Moore,69,15
Richard,Gonzalez,37,83
Mary,Perez,48,61
Richard,Williams,47,43
Charles,Anderson,33,15
Jennifer,Perez,19,79
Sarah,Lee,34,79
Mary,Wilson,27,73
Linda,Moore,24,5
Thomas,Wilson,59,83
Daniel,Jones,68,88
Mary,Lee,69,29
Elizabeth,Wilson,26,62
Sarah,Davis,34,60
Jennifer,Thompson,26,69
Mary,Anderson,26,22
Mary,Anderson,54,13
Richard,Jackson,41,50
Margaret,Martin,56,47
Joseph,Garcia,28,29
Mary,Jackson,25,80
Michael,Davis,42,17
John,Garcia,63,20
Linda,Martin,19,78
Daniel,Thompson,27,6
Jessica,Anderson,41,22
Margaret,Williams,65,9
Daniel,Martinez,33,32
Lisa,Anderson,36,88
Michael,White,48,33
Christopher,Thomas,28,77
Michael,Taylor,23,99
James,Jackson,23,70
Thomas,Hernandez,49,49
William,Thomas,56,30
Christopher,Jones,65,16
Richard,Jones,30,65
Christopher,Wilson,20,82
Charles,Moore,58,86
Christopher,Davis,52,90
Charles,Jones,55,14
Lisa,Miller,34,56
Thomas,Thomas,20,37
Daniel,Thompson,51,49
Daniel,Wilson,29,78
Elizabeth,Jones,41,90
Elizabeth,White,23,50
Patricia,Rodriguez,59,36
Linda,Brown,28,52
Lisa,Brown,65,23
Nancy,Thomas,44,66
Nancy,White,65,71
Karen,Taylor,41,45
Jessica,Anderson,35,86
Karen,Brown,44,28
Jessica,Garcia,58,20
Nancy,Thomas,38,49
Christopher,Brown,68,57
Margaret,Garcia,51,82
Joseph,Jones,50,88
Lisa,Thomas,65,97
Patricia,Thomas,35,59
Richard,Martinez,20,26
Daniel,Rodriguez,41,19
Linda,Brown,18,13
Karen,Wilson,23,74
Susan,Brown,36,62
Daniel,Lopez,39,14
Jessica,White,68,73
Mary,Martinez,60,11
Karen,Brown,25,67
Margaret,Moore,22,12
Mary,Gonzalez,69,35
David,Gonzalez,26,39
William,Wilson,64,32
Susan,Moore,38,14
Thomas,Smith,45,65
Joseph,Lee,63,27
Thomas,Thomas,21,60
Karen,Anderson,41,43
Lisa,Perez,25,65
Jennifer,Jones,69,55
Thomas,Garcia,34,93
Daniel,Garcia,51,88
Margaret,Williams,37,81
Karen,Thomas,33,35
Linda,Lopez,27,95
William,Brown,51,32
Jennifer,Smith,60,19
Robert,Brown,27,95
Susan,Smith,47,39
David,Lee,47,20
James,Davis,68,28
David,White,42,3
Charles,Jones,63,32
William,Johnson,60,86
Mary,Lopez,58,58
Susan,Perez,24,54
Patricia,Taylor,64,42
Patricia,Miller,37,15
Karen,Hernandez,34,83
Joseph,Brown,20,62
Charles,Jones,64,31
Richard,Garcia,63,61
Charles,Hernandez,57,26
Thomas,Smith,53,69
Jennifer,Martinez,43,57
Sarah,Martin,27,20
Margaret,White,51,66
Susan,Lee,31,21
Charles,Hernandez,25,60
Robert,White,44,63
Thomas,Taylor,27,51
Daniel,Davis,67,92
James,Gonzalez,32,84
Margaret,Martin,54,39
Daniel,Moore,39,11
Elizabeth,Perez,62,57
Joseph,Thomas,67,3
Daniel,Johnson,48,37
Christopher,Jones,19,84
Christopher,Moore,62,96
David,Williams,48,25
Richard,Perez,31,21
Robert,Taylor,27,80
James,Thomas,47,42
Margaret,Garcia,53,1
Susan,Jackson,64,23
David,Miller,57,24
Thomas,Moore,32,47
Patricia,Wilson,31,89
Joseph,Garcia,48,7
William,Davis,46,38
Christopher,Anderson,44,47
Nancy,Anderson,38,35
Charles,Anderson,26,78
Charles,Thomas,37,62
Susan,Smith,52,73
Robert,Hernandez,32,3
Elizabeth,Jones,41,20
Thomas,Jones,66,97
Robert,Lee,33,44
Lisa,Garcia,53,32
Sarah,Johnson,28,26
Michael,Garcia,25,48
William,Wilson,20,5
John,Hernandez,36,59
Joseph,Brown,63,61
Sarah,White,58,49
Karen,Rodriguez,20,30
Jessica,White,53,17
John,Williams,42,70
Susan,Thomas,53,58
William,Hernandez,28,63
Michael,Brown,68,61
William,Smith,33,63
Richard,Lee,34,15
Karen,Perez,59,1
Robert,Thomas,41,13
Richard,Jackson,34,48
Patricia,Thomas,65,34
Mary,Hernandez,37,30
Sarah,Davis,39,19
William,Thompson,23,64
William,Smith,24,66
Jennifer,Lee,31,57
David,Rodriguez,28,44
Lisa,Lopez,29,12
Margaret,Perez,63,40
Lisa,Davis,22,24
James,Taylor,22,11
Patricia,Martinez,37,66
Richard,Miller,32,1
Daniel,Jackson,43,58
Richard,Garcia,50,28
Richard,Lee,47,68
Mary,White,41,94
William,White,40,59
Margaret,Jackson,26,71
Linda,Moore,20,22
Michael,Anderson,53,90
Patricia,Johnson,65,29
Karen,Wilson,24,89
John,Lee,39,74
Jennifer,Martinez,31,84
Susan,Thomas,65,78
Susan,Miller,46,97
Christopher,Davis,67,69
Linda,Martinez,33,45
Lisa,Anderson,65,70
Lisa,Davis,51,86
James,Gonzalez,27,17
Patricia,Lopez,24,79
Christopher,Davis,42,39
David,Anderson,44,40
John,Lopez,32,28
Richard,Hernandez,49,2
Thomas,Jackson,45,82
Lisa,Wilson,26,27
Lisa,Moore,24,21
Elizabeth,Gonzalez,33,87
Christopher,Brown,43,7
Susan,Taylor,52,61
Joseph,Jackson,34,52
Christopher,Rodriguez,40,48
Elizabeth,Thompson,25,19
Jessica,Miller,19,73
Richard,Smith,48,12
Robert,Miller,69,94
Jennifer,Miller,49,71
Margaret,Martin,46,2
Mary,Miller,20,17
Lisa,Davis,25,75
Thomas,Thomas,19,76
Patricia,Williams,48,3
Jessica,Gonzalez,68,21
Elizabeth,Martinez,66,78
John,Moore,54,79
John,Miller,37,51
Joseph,Lee,46,10
Jennifer,Lee,34,55
Thomas,Jones,27,36
Susan,Thompson,58,51
Lisa,White,39,74
Nancy,Perez,23,17
Margaret,Miller,60,89
David,Perez,51,61
Patricia,Taylor,48,91
Jennifer,Brown,29,97
James,White,29,75
Nancy,Thompson,33,13
Daniel,Thomas,42,65
Sarah,Jackson,39,95
Joseph,Martinez,44,97
Thomas,Williams,41,85
Linda,Williams,29,80
Susan,Taylor,35,87
Lisa,Martinez,62,74
Christopher,Taylor,64,48
Elizabeth,Perez,33,97
Joseph,Taylor,21,86
William,Lee,29,70
Mary,Brown,66,47
Robert,Lee,50,10
Jennifer,Thompson,39,57
Michael,Garcia,35,80
Christopher,Lopez,65,13
James,Perez,50,61
Daniel,Martin,44,58
Michael,Taylor,59,84
Nancy,Taylor,36,68
Susan,Martinez,65,84
Sarah,Miller,31,86
Sarah,Thomas,42,29
David,Gonzalez,51,16
Christopher,Williams,41,63
Patricia,Johnson,55,47
Richard,Thomas,40,43
Michael,Garcia,22,23
Patricia,Garcia,61,30
Joseph,Gonzalez,53,57
Charles,Miller,41,30
William,Jones,53,67
David,White,22,56
Linda,Miller,56,24
James,Johnson,23,77
Daniel,Taylor,62,96
Margaret,Gonzalez,53,76
Linda,Lee,62,8
Richard,Lee,21,88
Lisa,Thomas,27,44
Patricia,Martin,69,80
Linda,Johnson,18,96
John,Jones,38,34
William,Moore,57,35
Mary,Miller,56,96
Mary,Hernandez,54,50
Richard,Hernandez,20,17
Joseph,Perez,64,2
Daniel,Taylor,48,90
Susan,Thomas,44,54
Patricia,Gonzalez,34,44
Linda,Perez,40,81
William,Jones,30,49
Daniel,Martin,64,2
Robert,Thomas,44,72
Margaret,Perez,68,70
Nancy,Perez,37,9
Karen,Thomas,63,1
David,Thomas,30,69
Joseph,Wilson,61,9
Lisa,Garcia,41,14
William,Johnson,58,27
Thomas,Wilson,20,9
Susan,Thomas,60,36
Michael,Thompson,27,93
Elizabeth,Martin,18,84
Elizabeth,Gonzalez,66,79
Richard,Anderson,30,3
Charles,Lopez,31,23
David,Rodriguez,50,73
Richard,Moore,19,30
Christopher,Lee,19,19
Linda,Wilson,56,67
Linda,Martin,58,50
Patricia,Brown,48,48
Joseph,Davis,21,3
David,Davis,51,98
David,Perez,36,66
James,Perez,54,27
Thomas,Thomas,26,87
Joseph,White,41,96
Nancy,Martinez,30,99
Jennifer,Lee,61,40
Margaret,Taylor,47,18
Lisa,Smith,36,27
Joseph,Moore,58,11
William,Martinez,27,39
Jessica,Lee,68,19
Karen,Brown,59,89
Thomas,Smith,61,7
Karen,Brown,31,95
Robert,Brown,57,57
Nancy,Brown,65,2
Nancy,Taylor,66,38
William,Rodriguez,37,5
David,Jackson,21,78
Margaret,Gonzalez,55,82
Lisa,Brown,61,36
James,Jones,67,68
Karen,Gonzalez,56,88
Jennifer,Thompson,22,77
Mary,Thomas,59,85
Joseph,Perez,49,57
Christopher,Jones,23,97
Jessica,Davis,31,20
Robert,Thomas,23,5
Jennifer,Smith,31,24
Jennifer,Thompson,29,99
Lisa,Garcia,44,30
Karen,Hernandez,43,28
Jessica,Thomas,29,53
Elizabeth,Jones,25,51
Jessica,Thomas,27,7
Richard,Miller,33,42
John,Jackson,69,35
Jennifer,Smith,43,94
Linda,Rodriguez,25,34
Susan,Moore,58,73
Richard,Gonzalez,62,76
David,Anderson,46,54
Susan,Williams,37,29
James,White,34,10
Thomas,Martinez,36,27
Sarah,Rodriguez,34,83
David,Gonzalez,56,13
Richard,Thomas,18,42
Karen,Williams,69,37
David,Perez,46,61
Susan,Thompson,31,96
Jennifer,Anderson,34,79
William,Taylor,30,21
Sarah,Wilson,46,3
Patricia,Miller,51,8
John,Martin,44,70
Sarah,Thomas,63,93
Margaret,Lee,50,83
Susan,Davis,46,17
David,Brown,54,10
Robert,Martin,56,97
Karen,White,36,13
Charles,Anderson,63,91
Daniel,Jones,41,12
Daniel,Gonzalez,31,66
Jennifer,Garcia,64,74
Lisa,Jones,54,85
Karen,Taylor,22,23
Jennifer,Miller,41,65
Patricia,Garcia,51,97
Susan,Johnson,67,52
Charles,Hernandez,48,61
Mary,Miller,47,26
Thomas,Perez,26,15
David,Lee,44,22
David,Davis,45,89
Christopher,Jones,59,65
Sarah,Moore,43,26
Mary,Perez,35,21
Mary,Thomas,53,24
Daniel,Wilson,25,16
Linda,Lopez,35,32
Richard,Taylor,37,16
Elizabeth,Jones,49,77
Linda,Wilson,46,42
Patricia,Garcia,66,32
Joseph,Anderson,65,50
James,Miller,35,41
David,Wilson,24,24
Michael,Moore,18,13
Thomas,Smith,45,75
Nancy,Garcia,50,79
Margaret,Williams,67,10
Karen,Jones,21,42
Lisa,Lopez,37,41
Lisa,Hernandez,69,3
Susan,Gonzalez,53,55
William,Thomas,48,16
Robert,Moore,55,44
Elizabeth,Taylor,45,81
Patricia,Taylor,20,89
Robert,Hernandez,23,30
Elizabeth,Martin,62,99
David,Martinez,40,37
Christopher,Thomas,24,60
Margaret,Johnson,53,77
Elizabeth,Taylor,18,24
Linda,Perez,23,26
Mary,Martin,41,58
Daniel,Martinez,54,9
Linda,Gonzalez,62,61
Sarah,Lopez,68,19
Lisa,Anderson,53,28
Robert,Miller,41,7
John,Perez,55,45
Susan,Lee,62,86
Richard,Gonzalez,46,94
Richard,Lopez,54,63
Elizabeth,Lopez,62,37
Patricia,Johnson,49,16
William,Jones,42,5
Lisa,Johnson,27,29
Margaret,Thompson,52,52
Daniel,Martin,42,23
Mary,Gonzalez,44,6
Charles,Williams,62,36
James,Hernandez,49,57
Michael,Thomas,29,33
Thomas,Smith,21,49
John,Jackson,59,41
Nancy,Hernandez,43,80
Nancy,Rodriguez,20,55
Christopher,Wilson,34,98
John,Rodriguez,26,26
John,Miller,46,37
Thomas,Thomas,18,77
Michael,Williams,35,17
Jessica,Jackson,58,96
Thomas,Brown,37,32
Karen,Miller,58,28
Richard,Thompson,51,93
Nancy,Lopez,68,25
Nancy,Moore,45,47
Christopher,Jones,65,22
Karen,Thompson,52,91
Patricia,Thompson,33,61
James,Perez,38,44
Karen,Martinez,30,20
James,Lopez,52,50
Richard,Davis,59,88
Nancy,Jackson,49,47
Nancy,Anderson,67,47
Daniel,Smith,55,72
Elizabeth,Williams,23,51
David,Moore,67,55
William,Moore,55,78
William,Johnson,55,39
Robert,Jones,30,14
James,Smith,63,69
Thomas,Martinez,56,47
Lisa,Martin,30,21
Mary,Martinez,64,15
Margaret,Jones,29,97
Richard,Moore,50,81
William,Lee,45,84
Patricia,Anderson,20,1
Robert,Martin,35,80
David,Davis,43,82
Margaret,Taylor,57,10
Charles,Lopez,19,23
Christopher,Lee,21,18
John,Lopez,67,58
Susan,Smith,45,73
Charles,Brown,45,94
Charles,Davis,42,77
Richard,Smith,43,52
Michael,Anderson,62,95
Joseph,Moore,64,46
Daniel,Smith,19,13
Michael,Hernandez,59,96
Linda,Thompson,51,17
Robert,Johnson,47,67
Christopher,Smith,38,61
Jessica,Lopez,61,65
Patricia,Thomas,54,53
Daniel,Perez,61,5
Elizabeth,Perez,40,32
Nancy,Martinez,50,89
Joseph,Moore,19,45
Karen,Anderson,44,56
Nancy,Taylor,65,5
Richard,Martinez,39,87
Linda,Williams,51,76
William,Lee,33,34
Sarah,Thomas,37,61
Charles,Garcia,43,87
Sarah,Williams,33,80
Michael,Rodriguez,23,62
Jessica,Hernandez,62,69
Jessica,Lee,61,63
Patricia,Gonzalez,40,44
Joseph,Moore,59,28
John,Perez,54,70
Robert,White,25,13
James,Perez,23,43
John,Brown,54,30
Joseph,Perez,69,26
Margaret,White,39,81
Linda,Davis,23,63
Patricia,Gonzalez,49,73
Mary,Martinez,34,57
Margaret,Johnson,55,64
Margaret,Davis,34,80
Elizabeth,Garcia,54,49
Patricia,Thomas,40,52
John,Moore,66,63
Mary,Taylor,66,82
Thomas,Garcia,30,13
Daniel,Gonzalez,49,93
Christopher,Thompson,39,88
Margaret,Wilson,24,45
Nancy,Lee,39,46
Daniel,Martinez,38,77
Richard,White,23,89
Robert,Hernandez,31,41
Christopher,Gonzalez,33,46
William,Lopez,20,1
Lisa,Rodriguez,26,73
Jennifer,Brown,64,68
Robert,Miller,38,92
Elizabeth,White,67,12
Linda,Perez,47,88
Michael,Johnson,47,73
Michael,Miller,59,35
Jennifer,Rodriguez,59,99
Christopher,Jones,49,33
Nancy,Anderson,40,58
John,Moore,20,35
Charles,Brown,18,46
Lisa,Jackson,20,84
Joseph,Martin,54,66
Patricia,Miller,24,44
Susan,Davis,20,26
Jennifer,Taylor,53,42
Charles,Gonzalez,66,77
Patricia,White,20,30
Joseph,Lee,21,32
William,Thompson,48,36
Robert,Hernandez,19,19
Richard,Smith,31,22
Daniel,Johnson,54,65
Karen,Taylor,48,57
Robert,Jones,19,11
Sarah,Garcia,48,26
Charles,White,64,48
Jessica,Miller,60,19
Sarah,Lee,39,83
Joseph,Anderson,27,12
Lisa,Jackson,69,67
Patricia,Thomas,47,56
Michael,Gonzalez,50,18
Sarah,Jones,36,5
Margaret,Williams,63,24
Lisa,Williams,42,78
Christopher,Jackson,63,38
Lisa,Wilson,18,67
Christopher,Thomas,49,70
Linda,Perez,42,76
Thomas,Taylor,58,52
Sarah,Brown,34,75
Daniel,Gonzalez,31,39
Elizabeth,Davis,62,59
Elizabeth,Jackson,30,26
Mary,Jones,55,65
William,Johnson,56,80
Thomas,Anderson,19,48
David,Johnson,49,53
Elizabeth,Hernandez,49,9
Lisa,Gonzalez,57,5
Thomas,Thompson,23,72
Patricia,Martinez,42,61
Sarah,Williams,20,21
Nancy,Jones,35,97
Joseph,Williams,67,63
Christopher,Garcia,55,20
Robert,Gonzalez,60,58
Jennifer,Martinez,20,45
Thomas,Jackson,65,22
James,Davis,22,77
Charles,Moore,41,75
Patricia,Williams,51,82
Thomas,White,64,63
William,White,65,30
Margaret,Taylor,56,63
Mary,Davis,65,97
Linda,Martinez,41,44
Joseph,Johnson,53,67
Michael,Lopez,45,58
Jennifer,Thompson,65,65
James,Garcia,66,36
Joseph,Johnson,51,6
Daniel,Lee,33,37
Michael,Thompson,53,93
Thomas,White,24,75
Mary,Williams,35,55
William,Taylor,23,77
William,Miller,67,75
Richard,Lee,45,59
Jennifer,Jones,56,38
Jennifer,Thompson,51,25
Nancy,Smith,68,79
Nancy,Davis,58,77
Christopher,Lopez,46,33
John,Wilson,21,13
Thomas,Thomas,31,38
Thomas,Martinez,22,58
Susan,Anderson,42,88
Sarah,Lee,56,20
Joseph,White,25,17
Richard,Anderson,32,24
Daniel,Martinez,36,26
James,Lee,28,40
Thomas,Miller,37,32
John,Williams,53,93
Joseph,Johnson,35,78
Patricia,Garcia,31,37
Patricia,Lee,55,86
Karen,Rodriguez,42,98
Thomas,Martinez,33,91
Charles,Brown,35,92
David,Williams,18,86
Nancy,Rodriguez,57,60
John,White,18,57
Linda,Perez,18,58
Jessica,Taylor,68,67
James,Wilson,38,22
Jessica,Martinez,42,58
Mary,Gonzalez,44,85
Daniel,Lopez,27,80
Patricia,Smith,67,73
Margaret,Perez,29,77
Charles,Jackson,45,74
Jennifer,Jackson,66,49
James,Garcia,49,85
Thomas,Gonzalez,50,49
Linda,Jackson,25,42
Charles,Gonzalez,59,40
Christopher,Perez,43,71
James,Lee,59,46
Robert,Brown,67,22
Sarah,White,58,82
Jennifer,Johnson,19,21
Linda,Anderson,52,51
Richard,Lopez,51,14
Sarah,Miller,23,74
John,Martin,48,97
Charles,Moore,40,9
Susan,Thompson,29,18
Sarah,Gonzalez,68,13
David,Taylor,45,17
Elizabeth,Brown,32,87
Nancy,Wilson,36,25
Patricia,Martin,29,54
Susan,Gonzalez,67,16
Daniel,Williams,65,24
Mary,Moore,19,95
Margaret,Wilson,28,75
Lisa,Anderson,61,23
Charles,Williams,54,41
Robert,Smith,55,86
Linda,White,42,33
Michael,Taylor,60,42
Jessica,Williams,38,48
Margaret,Wilson,59,18
Daniel,Williams,53,63
John,Gonzalez,26,78
Karen,Anderson,29,92
Sarah,Moore,27,11
Daniel,Wilson,63,24
Charles,Lee,22,61
Charles,Williams,50,64
Karen,Jackson,22,36
Nancy,Davis,33,83
Sarah,Brown,54,77
Linda,Brown,54,97
James,Jackson,46,53
Thomas,Hernandez,35,83
Susan,Smith,46,47
Christopher,Davis,23,52
David,Anderson,35,96
Robert,Smith,49,79
Susan,Miller,59,57
Thomas,Lee,64,75
Jennifer,Martin,48,23
James,Martin,28,59
Robert,White,43,69
Jessica,Hernandez,45,56
Robert,Wilson,44,86
Lisa,Perez,36,42
Margaret,Thomas,62,18
James,Wilson,44,71
Karen,Lopez,37,33
Sarah,Taylor,20,3
William,Wilson,33,28
Charles,Martinez,56,1
Lisa,White,61,63
Robert,Wilson,46,47
Mary,Moore,32,37
Joseph,Perez,47,86
Michael,Rodriguez,57,48
Patricia,Taylor,66,19
James,Garcia,18,14
Richard,Davis,46,67
Nancy,Gonzalez,47,83
Lisa,Moore,57,97
Michael,Jones,63,85
Joseph,Garcia,49,65
Daniel,Lee,27,26
Jessica,Jackson,44,10
Daniel,Brown,68,99
Charles,Miller,25,77
Lisa,Brown,68,70
Margaret,Hernandez,53,43
Nancy,Lopez,59,70
Margaret,Wilson,52,99
Karen,Gonzalez,53,80
Elizabeth,Martinez,65,72
William,Moore,53,59
Linda,Thomas,42,3
Elizabeth,Jones,37,5
Thomas,Davis,69,85
Mary,Wilson,62,95
Jennifer,Jones,34,78
Robert,White,40,83
William,Davis,42,37
Robert,Garcia,65,84
Karen,Thomas,66,52
Nancy,Brown,48,66
William,Lopez,23,63
Thomas,Hernandez,52,7
Thomas,Williams,69,97
Susan,Lopez,21,53
Michael,Jones,57,6
John,Garcia,37,7
Elizabeth,Jackson,58,44
Mary,Moore,18,18
John,Thomas,62,54
Sarah,Thompson,43,29
Mary,Hernandez,51,83
Margaret,Jones,27,25
Elizabeth,Rodriguez,40,63
Jennifer,Williams,68,68
Lisa,Davis,66,13
David,Garcia,41,32
Daniel,Brown,30,27
Michael,Lopez,46,51
Joseph,Lopez,63,34
Jennifer,Lee,44,28
Nancy,Thomas,48,73
William,Martinez,60,72
Lisa,Perez,27,85
Nancy,Wilson,48,30
Susan,Gonzalez,56,93
Charles,Rodriguez,27,9
Nancy,Miller,41,13
John,Lopez,50,82
Joseph,Jones,31,64
Mary,Moore,52,38
Christopher,Brown,62,22
Mary,Johnson,51,31
Lisa,Williams,34,99
John,Lopez,38,42
Jennifer,Williams,49,62
Joseph,Brown,20,64
Elizabeth,Garcia,32,74
William,Lopez,25,9
James,Jackson,49,95
Sarah,Martinez,55,44
Jennifer,Smith,43,63
William,Taylor,47,40
Patricia,Thomas,26,88
Mary,Rodriguez,49,41
Patricia,Lee,28,72
James,Rodriguez,39,50
Charles,Thompson,51,20
Elizabeth,Rodriguez,58,81
Christopher,Lopez,35,92
Joseph,Thompson,36,70
Lisa,Rodriguez,35,42
Charles,Anderson,54,33
Sarah,Johnson,35,92
Christopher,Hernandez,29,63
Margaret,Hernandez,21,57
Lisa,Davis,64,65
Patricia,Thompson,60,52
Mary,Garcia,44,99
Richard,Lee,68,88
James,Martin,22,6
Thomas,Miller,23,7
Richard,Williams,30,9
Patricia,Davis,40,61
Michael,Moore,59,80
Thomas,Taylor,42,34
William,Hernandez,63,35
Patricia,Johnson,21,99
Charles,Lee,69,20
James,White,49,58
Elizabeth,Jackson,61,87
Patricia,Miller,32,60
William,Moore,43,54
Richard,Davis,59,35
Jessica,Wilson,28,47
Elizabeth,Miller,26,46
Jennifer,Lee,28,87
Sarah,Brown,19,4
Jennifer,Taylor,62,10
Thomas,Jones,44,75
Elizabeth,Lopez,43,40
Karen,Rodriguez,25,55
Lisa,Martin,38,73
Karen,Gonzalez,38,40
John,Moore,25,76
Nancy,Martin,18,81
Christopher,Rodriguez,55,96
Joseph,Brown,30,23
Joseph,Lee,26,15
Patricia,Davis,45,92
William,Smith,23,5
Charles,Taylor,64,40
Margaret,Rodriguez,40,18
Thomas,Martin,65,21
David,Gonzalez,53,79
William,Johnson,34,3
Elizabeth,Gonzalez,26,46
Karen,Rodriguez,29,90
Nancy,Martin,39,79
Richard,Garcia,68,53
Linda,Smith,69,20
Michael,Jones,29,59
Thomas,Williams,23,21
Christopher,Brown,61,90
Daniel,Smith,26,87
Joseph,Wilson,69,51
Nancy,Rodriguez,54,25
Joseph,White,20,68
James,Brown,51,10
Jessica,Moore,25,86
Robert,Wilson,27,67
David,Brown,64,83
Sarah,Martinez,58,95
Mary,Williams,59,9
Linda,Thompson,60,29
David,Miller,26,37
Karen,Martinez,31,71
John,Gonzalez,54,38
James,Brown,44,88
David,Moore,58,72
Sarah,Hernandez,49,98
Karen,Brown,21,59
Sarah,White,19,57
Daniel,Wilson,68,90
Elizabeth,Moore,50,60
Karen,Davis,38,28
Jennifer,Martinez,18,28
Charles,Jones,61,46
Patricia,Thompson,28,71
Richard,Miller,18,67
Margaret,Lopez,63,86
Jessica,Williams,28,55
John,Brown,24,38
Elizabeth,Martinez,19,18
Jennifer,Brown,32,76
James,Anderson,25,95
Daniel,Martinez,69,63
Margaret,Lee,64,5
Jessica,Perez,43,44
Linda,Thomas,57,29
Charles,Anderson,59,14
Jessica,Jackson,68,58
Elizabeth,Martin,52,44
Thomas,Jackson,69,18
William,Moore,63,7
Jennifer,Lopez,58,87
David,Thomas,58,97
Michael,Smith,38,62
Thomas,Thomas,55,45
James,Johnson,25,16
Lisa,White,60,64
Robert,Anderson,49,37
William,Miller,25,25
Karen,Smith,61,9
Margaret,Jones,27,55
Christopher,Martinez,40,28
Mary,Perez,21,9
David,Lee,65,12
Jennifer,Brown,69,18
Linda,Wilson,55,91
Patricia,Gonzalez,47,90
Karen,Smith,58,56
David,Thomas,40,90
Robert,Thompson,22,74
Joseph,Rodriguez,38,58
Karen,Perez,23,81
Mary,Thomas,66,51
Lisa,Jackson,34,32
David,Anderson,42,88
Richard,Wilson,41,48
Patricia,Martin,39,8
Lisa,Martinez,30,30
Michael,Lee,34,26
David,Lopez,31,24
Lisa,Smith,51,27
Margaret,Lee,43,79
Patricia,Taylor,36,92
Joseph,Rodriguez,43,75
James,Thompson,20,39
Daniel,Jackson,19,66
John,Moore,45,51
Jessica,Miller,19,73
Jennifer,Rodriguez,39,50
Karen,Perez,24,45
James,Lee,21,87
Jennifer,Lopez,66,33
Jennifer,Miller,55,19
Christopher,Wilson,56,13
Sarah,Anderson,37,78
Robert,Anderson,23,96
Thomas,Garcia,26,22
Elizabeth,Lee,69,20
Christopher,Wilson,48,97
Karen,Johnson,43,5
Michael,Davis,53,84
John,Gonzalez,43,78
Richard,Thompson,45,91
